1549,3
1543,9
1538,15
1534,21
1525,27
1519,33
1516,39
1516,45
1515,51
1519,57
1524,63
1528,69
1532,75
1538,81
1550,87
1556,93
1573,111
1586,117
1591,123
1595,129
1600,135
1602,141
1607,153
1610,159
1610,165
1611,171
1611,177
1612,183
1611,189
1609,195
1607,202
1601,208
1597,220
1595,226
1594,232
1592,238
1591,244
1590,250
1588,256
1585,262
1582,268
1582,274
1584,280
1587,286
1589,292
1589,298
1588,304
1586,310
1578,322
1572,328
1564,334
1559,340
1555,346
1550,352
1535,364
1531,370
1527,376
1523,388
1521,394
1524,400
1529,406
1532,412
1538,418
1548,424
1556,442
1558,448
1559,454
1559,460
1560,466
1561,472
1562,478
1558,484
1557,490
1555,496
1553,502
1552,508
1552,514
1553,520
1555,526
1557,532
1561,538
1570,544
1576,556
1580,562
1586,568
1595,574
1600,580
1604,586
1608,592
1612,598
1617,604
1618,610
1619,616
1618,622
1617,628
1616,634
1618,640
1617,646
1616,652
